Ticker,Name,Last Price,Market Cap,Trading Region,Industry,Total Revenues (LTM)
ALDX,Aldeyra Therapeutics Inc.,1.7850,107.67,United States and Canada,Biotechnology,
KLRS,Kalaris Therapeutics Inc.,4.4940,106.92,United States and Canada,Biotechnology,
CBUS,Cibus Inc.,1.3100,99.99,United States and Canada,Biotechnology,3.64
HSTC,HST Global Inc.,0.7000,99.00,United States and Canada,Biotechnology,
FBIO,Fortress Biotech Inc.,2.9650,98.49,United States and Canada,Biotechnology,66.16
BDTX,Black Diamond Therapeutics Inc.,1.7150,98.27,United States and Canada,Biotechnology,0.00
PTHS,Pelthos Therapeutics Inc.,28.2740,98.27,United States and Canada,Biotechnology,27.70
PMN,ProMIS Neurosciences Inc.,10.5140,94.29,United States and Canada,Biotechnology,
INO,Inovio Pharmaceuticals Inc.,1.1250,92.18,United States and Canada,Biotechnology,0.00
RNTX,Rein Therapeutics Inc.,0.9730,90.53,United States and Canada,Biotechnology,
ANIX,Anixa Biosciences Inc.,2.6450,89.99,United States and Canada,Biotechnology,
CRDF,Cardiff Oncology Inc.,1.2950,88.54,United States and Canada,Biotechnology,0.53
ATRA,Atara Biotherapeutics Inc.,9.7300,87.67,United States and Canada,Biotechnology,23.14
BNR,Burning Rock Biotech Limited,8.1860,86.33,United States and Canada,Biotechnology,74.58
BMEA,Biomea Fusion Inc.,1.1850,85.67,United States and Canada,Biotechnology,
ICCC,ImmuCell Corporation,9.4650,85.63,United States and Canada,Biotechnology,29.93
RLYB,Rallybio Corporation,15.9050,84.13,United States and Canada,Biotechnology,0.86
CYPH,Cypherpunk Technologies Inc.,0.7720,82.19,United States and Canada,Biotechnology,
HBP,Helix BioPharma Corp.,1.5000,81.87,United States and Canada,Biotechnology,
ACET,Adicet Bio Inc.,7.7750,81.65,United States and Canada,Biotechnology,
MAIA,MAIA Biotechnology Inc.,1.3250,80.56,United States and Canada,Biotechnology,
LIXT,Lixte Biotechnology Holdings Inc.,6.8140,79.16,United States and Canada,Biotechnology,
ATLE,Atlas Energy Corp.,0.1750,78.78,United States and Canada,Biotechnology,
OKYO,OKYO Pharma Limited,1.4910,78.25,United States and Canada,Biotechnology,
GANX,Gain Therapeutics Inc.,1.8250,77.84,United States and Canada,Biotechnology,
CUE,Cue Biopharma Inc.,23.8910,77.77,United States and Canada,Biotechnology,32.73
ANVS,Annovis Bio Inc.,1.8250,77.64,United States and Canada,Biotechnology,
FRMM,Forum Markets Incorporated,5.2700,76.64,United States and Canada,Biotechnology,9.41
OSTX,OS Therapies Incorporated,1.7150,76.38,United States and Canada,Biotechnology,
HRTX,Heron Therapeutics Inc.,0.3890,73.63,United States and Canada,Biotechnology,150.71
CLNN,Clene Inc.,5.7120,72.99,United States and Canada,Biotechnology,0.13
SERA,Sera Prognostics Inc.,1.8450,72.25,United States and Canada,Biotechnology,0.06
XBIT,XBiotech Inc.,2.3600,71.95,United States and Canada,Biotechnology,
SGMO,Sangamo Therapeutics Inc.,0.1741,68.36,United States and Canada,Biotechnology,34.56
BYSI,BeyondSpring Inc.,1.6200,66.61,United States and Canada,Biotechnology,
ACRV,Acrivon Therapeutics Inc.,1.5150,64.84,United States and Canada,Biotechnology,
MNOV,MediciNova Inc.,1.3100,64.48,United States and Canada,Biotechnology,0.60
EXOZ,eXoZymes Inc.,7.4100,62.83,United States and Canada,Biotechnology,
INKT,MiNK Therapeutics Inc.,12.1150,60.36,United States and Canada,Biotechnology,
CTOR,Citius Oncology Inc.,0.6820,60.20,United States and Canada,Biotechnology,5.61
ENTX,Entera Bio Ltd.,1.1950,58.82,United States and Canada,Biotechnology,0.00
MCRB,Seres Therapeutics Inc.,6.0610,58.69,United States and Canada,Biotechnology,1.15
PMVP,PMV Pharmaceuticals Inc.,1.0750,57.33,United States and Canada,Biotechnology,
IBIO,iBio Inc.,1.5850,57.29,United States and Canada,Biotechnology,0.30
TCRX,TScan Therapeutics Inc.,0.8740,57.12,United States and Canada,Biotechnology,9.14
KALA,KALA BIO Inc.,3.0600,56.88,United States and Canada,Biotechnology,
EDSA,Edesa Biotech Inc.,6.3990,56.86,United States and Canada,Biotechnology,
CLCS,Cell Source Inc.,0.7700,55.72,United States and Canada,Biotechnology,
APTN,Adaptin Bio Inc.,6.1800,54.70,United States and Canada,Biotechnology,
PDSB,PDS Biotechnology Corporation,0.9490,52.97,United States and Canada,Biotechnology,
TIL,Instil Bio Inc.,7.7130,52.31,United States and Canada,Biotechnology,
TXTM,ProText Mobility Inc.,0.0057,52.31,United States and Canada,Biotechnology,
DWTX,Dogwood Therapeutics Inc.,1.5100,50.44,United States and Canada,Biotechnology,
